ano,mes,data,regiao,uf,cidade,canal_venda,categoria,produto,quantidade,preco_unitario,faturamento,custo,lucro,prazo_entrega,avaliacao_cliente
2019,7,2019-07-01,Norte,RO,Porto Velho,Aplicativo,Beleza,Produto A,25,63.6,1590.11,1106.51,565.2,11.2,4.21
2019,7,2019-07-01,Norte,TO,Palmas,Marketplace,Livros,Produto A,10,2487.95,24879.49,17780.59,8298.72,14.8,4.95
2019,7,2019-07-01,Nordeste,BA,Salvador,Aplicativo,Beleza,Produto B,12,1234.5,14814.06,10390.62,4358.3,7.7,3.77
2019,7,2019-07-01,Nordeste,BA,Feira de Santana,Marketplace,Livros,Produto C,10,2313.6,23136.03,14636.93,4603.25,4.0,2.78
2019,7,2019-07-01,Nordeste,PE,Recife,Site próprio,Esporte,Produto A,23,2424.01,55752.2,38064.07,24662.16,11.2,3.35
2019,7,2019-07-01,Nordeste,PE,Jaboatão dos Guararapes,Aplicativo,Livros,Produto B,25,110.04,2751.08,1915.17,943.92,12.9,3.79
2019,7,2019-07-01,Nordeste,CE,Fortaleza,Site próprio,Esporte,Produto B,1,477.95,477.95,272.1,118.92,3.0,3.3
2019,7,2019-07-01,Nordeste,CE,Juazeiro do Norte,Site próprio,Livros,Produto D,27,2490.26,67237.13,54569.46,12562.83,5.3,3.02
2019,7,2019-07-01,Nordeste,MA,São Luís,Marketplace,Casa,Produto A,19,129.54,2461.34,1980.55,1075.47,3.3,2.6
2019,7,2019-07-01,Nordeste,PB,João Pessoa,Site próprio,Esporte,Produto D,24,707.21,16972.96,11708.66,4735.83,10.4,2.65
2019,7,2019-07-01,Centro-Oeste,DF,Brasília,Marketplace,Casa,Produto B,23,1086.83,24997.14,15862.08,7431.68,9.6,2.57
2019,7,2019-07-01,Centro-Oeste,GO,Goiânia,Aplicativo,Beleza,Produto A,14,2094.88,29328.38,17179.73,8660.12,5.2,2.83
2019,7,2019-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Marketplace,Esporte,Produto C,8,1978.08,15824.64,12143.92,3069.18,3.3,3.97
2019,7,2019-07-01,Centro-Oeste,MT,Cuiabá,Aplicativo,Beleza,Produto B,7,105.11,735.74,530.56,157.31,11.8,4.35
2019,7,2019-07-01,Centro-Oeste,MS,Campo Grande,Aplicativo,Eletrônicos,Produto A,26,835.55,21724.23,16577.9,6622.71,11.9,4.19
2019,7,2019-07-01,Sudeste,SP,São Paulo,Marketplace,Casa,Produto A,28,102.39,2866.93,2194.33,802.23,12.4,3.95
2019,7,2019-07-01,Sudeste,SP,Campinas,Site próprio,Beleza,Produto D,19,318.76,6056.49,4697.5,2005.24,8.2,2.54
2019,7,2019-07-01,Sudeste,SP,Ribeirão Preto,Site próprio,Moda,Produto C,28,1753.6,49100.7,27429.44,17391.54,8.1,2.53
2019,7,2019-07-01,Sudeste,RJ,Rio de Janeiro,Site próprio,Esporte,Produto C,20,2326.05,46521.07,32102.14,11145.5,7.0,4.07
2019,7,2019-07-01,Sudeste,RJ,Niterói,Aplicativo,Casa,Produto C,12,521.8,6261.6,5022.7,2632.56,13.1,3.18
2019,7,2019-07-01,Sudeste,RJ,Nova Iguaçu,Marketplace,Eletrônicos,Produto A,7,1753.18,12272.25,8527.79,5265.69,13.6,4.05
2019,7,2019-07-01,Sudeste,RJ,Petrópolis,Marketplace,Esporte,Produto C,17,1270.7,21601.86,13738.47,7132.83,14.3,4.47
2019,7,2019-07-01,Sudeste,MG,Belo Horizonte,Marketplace,Eletrônicos,Produto B,29,1861.89,53994.78,37132.94,15950.45,9.2,4.17
2019,7,2019-07-01,Sudeste,MG,Uberlândia,Marketplace,Moda,Produto D,28,2497.02,69916.49,55780.84,19017.83,14.7,4.15
2019,7,2019-07-01,Sudeste,MG,Juiz de Fora,Site próprio,Casa,Produto D,29,1992.7,57788.2,36361.57,23450.64,7.0,2.62
2019,7,2019-07-01,Sudeste,ES,Vitória,Marketplace,Beleza,Produto B,21,65.54,1376.41,1000.07,455.0,6.7,2.9
2019,7,2019-07-01,Sudeste,ES,Vila Velha,Aplicativo,Esporte,Produto A,1,1850.68,1850.68,1167.33,438.32,7.9,2.79
2019,7,2019-07-01,Sudeste,ES,Serra,Aplicativo,Beleza,Produto C,6,406.99,2441.93,1550.89,842.28,13.5,4.24
2019,7,2019-07-01,Sul,PR,Curitiba,Marketplace,Esporte,Produto D,19,1313.36,24953.93,18472.46,4925.81,5.8,4.33
2019,7,2019-07-01,Sul,PR,Londrina,Site próprio,Esporte,Produto A,16,190.29,3044.66,2257.55,718.26,7.9,4.62
2019,7,2019-07-01,Sul,SC,Florianópolis,Marketplace,Casa,Produto A,14,883.26,12365.63,7310.13,5033.92,9.3,3.47
2019,7,2019-07-01,Sul,SC,Joinville,Marketplace,Esporte,Produto D,4,2213.09,8852.34,6808.5,3904.59,11.0,2.96
2019,7,2019-07-01,Sul,RS,Porto Alegre,Marketplace,Casa,Produto C,10,961.11,9611.08,7053.46,2915.43,6.8,2.7
2019,7,2019-07-01,Sul,RS,Caxias do Sul,Marketplace,Esporte,Produto B,24,2130.02,51120.59,41053.72,17515.08,14.8,3.42
2019,8,2019-08-01,Norte,AM,Manaus,Marketplace,Casa,Produto B,24,1120.14,26883.28,17466.42,8537.64,13.7,2.88
2019,8,2019-08-01,Norte,PA,Belém,Marketplace,Beleza,Produto B,5,1064.2,5320.99,3988.03,2364.6,6.4,4.33
2019,8,2019-08-01,Norte,PA,Santarém,Marketplace,Esporte,Produto C,12,2413.29,28959.43,22376.74,9800.32,7.2,3.74
2019,8,2019-08-01,Norte,RO,Porto Velho,Aplicativo,Livros,Produto A,12,117.06,1404.72,788.93,444.98,11.3,4.6
2019,8,2019-08-01,Norte,TO,Palmas,Marketplace,Moda,Produto C,9,558.45,5026.04,3595.51,1830.07,8.7,4.58
2019,8,2019-08-01,Nordeste,BA,Salvador,Marketplace,Moda,Produto C,28,1832.57,51312.08,31898.53,22803.73,14.1,2.51
2019,8,2019-08-01,Nordeste,BA,Feira de Santana,Marketplace,Livros,Produto A,27,1660.12,44823.25,34053.41,10151.45,7.1,2.78
2019,8,2019-08-01,Nordeste,PE,Recife,Aplicativo,Moda,Produto B,27,1955.57,52800.43,31866.35,23073.17,6.3,4.2
2019,8,2019-08-01,Nordeste,PE,Jaboatão dos Guararapes,Marketplace,Beleza,Produto A,9,143.41,1290.71,1034.46,261.44,9.3,4.78
2019,8,2019-08-01,Nordeste,CE,Fortaleza,Marketplace,Eletrônicos,Produto C,26,2491.01,64766.38,36855.59,17072.88,2.6,3.65
2019,8,2019-08-01,Nordeste,CE,Juazeiro do Norte,Aplicativo,Eletrônicos,Produto C,4,126.66,506.65,329.75,224.29,9.4,3.23
2019,8,2019-08-01,Nordeste,MA,São Luís,Aplicativo,Livros,Produto B,9,2268.08,20412.74,14136.95,4356.43,9.2,3.05
2019,8,2019-08-01,Nordeste,PB,João Pessoa,Site próprio,Eletrônicos,Produto D,27,1674.46,45210.51,26860.85,15431.52,14.4,4.75
2019,8,2019-08-01,Centro-Oeste,DF,Brasília,Aplicativo,Esporte,Produto A,22,275.42,6059.17,4419.96,1897.41,2.6,2.93
2019,8,2019-08-01,Centro-Oeste,GO,Goiânia,Site próprio,Livros,Produto C,4,1483.15,5932.58,4329.22,1805.74,14.9,4.94
2019,8,2019-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Aplicativo,Esporte,Produto C,8,1971.91,15775.24,9506.25,4979.5,11.0,3.59
2019,8,2019-08-01,Centro-Oeste,MT,Cuiabá,Marketplace,Moda,Produto B,1,336.08,336.08,222.59,98.32,2.9,4.84
2019,8,2019-08-01,Centro-Oeste,MS,Campo Grande,Marketplace,Livros,Produto D,7,307.97,2155.82,1335.1,795.56,13.7,3.43
2019,8,2019-08-01,Sudeste,SP,São Paulo,Aplicativo,Beleza,Produto D,10,2478.27,24782.66,15524.38,9068.35,4.6,3.77
2019,8,2019-08-01,Sudeste,SP,Campinas,Marketplace,Moda,Produto A,9,1728.18,15553.58,9655.38,6270.38,12.9,4.18
2019,8,2019-08-01,Sudeste,SP,Ribeirão Preto,Aplicativo,Moda,Produto D,18,2251.71,40530.69,33232.38,8402.39,10.1,3.08
2019,8,2019-08-01,Sudeste,RJ,Rio de Janeiro,Site próprio,Esporte,Produto C,25,1166.93,29173.2,17650.96,9077.34,12.6,2.93
2019,8,2019-08-01,Sudeste,RJ,Niterói,Site próprio,Casa,Produto D,25,832.49,20812.25,13301.09,7788.83,6.9,4.28
2019,8,2019-08-01,Sudeste,RJ,Nova Iguaçu,Site próprio,Eletrônicos,Produto C,14,504.56,7063.82,4189.83,2597.1,6.0,3.03
2019,8,2019-08-01,Sudeste,RJ,Petrópolis,Marketplace,Beleza,Produto C,17,1456.12,24754.01,16577.56,7014.0,10.0,4.81
2019,8,2019-08-01,Sudeste,MG,Belo Horizonte,Site próprio,Livros,Produto A,26,383.33,9966.62,7433.84,4051.62,10.5,4.93
2019,8,2019-08-01,Sudeste,MG,Uberlândia,Marketplace,Beleza,Produto D,7,1623.34,11363.39,9190.87,2168.93,11.0,4.51
2019,8,2019-08-01,Sudeste,MG,Juiz de Fora,Aplicativo,Casa,Produto B,12,2090.75,25089.03,17176.42,9978.89,7.6,3.86
2019,8,2019-08-01,Sudeste,ES,Vitória,Site próprio,Esporte,Produto C,23,2018.75,46431.26,34861.27,15166.26,10.5,4.2
2019,8,2019-08-01,Sudeste,ES,Vila Velha,Site próprio,Eletrônicos,Produto C,15,637.12,9556.74,6604.17,1740.96,10.2,3.33
2019,8,2019-08-01,Sudeste,ES,Serra,Aplicativo,Beleza,Produto D,25,2484.94,62123.52,49694.86,27020.87,5.5,4.97
2019,8,2019-08-01,Sul,PR,Curitiba,Aplicativo,Casa,Produto D,10,2004.09,20040.93,13728.85,7004.63,10.8,3.37
2019,8,2019-08-01,Sul,PR,Londrina,Aplicativo,Beleza,Produto A,22,1066.74,23468.34,17774.02,9788.64,14.8,2.97
2019,8,2019-08-01,Sul,SC,Florianópolis,Aplicativo,Livros,Produto A,26,1617.87,42064.67,28789.61,15742.32,11.3,4.8
2019,8,2019-08-01,Sul,SC,Joinville,Marketplace,Esporte,Produto D,12,2236.75,26840.95,17400.56,10522.92,5.3,2.59
2019,8,2019-08-01,Sul,RS,Porto Alegre,Marketplace,Eletrônicos,Produto D,1,1705.29,1705.29,1348.25,359.97,12.8,4.98
2019,8,2019-08-01,Sul,RS,Caxias do Sul,Site próprio,Livros,Produto C,16,1065.83,17053.22,13677.69,3743.92,4.0,4.33
2019,9,2019-09-01,Norte,AM,Manaus,Marketplace,Livros,Produto A,16,528.4,8454.48,5719.92,2636.33,8.6,2.64
2019,9,2019-09-01,Norte,PA,Belém,Site próprio,Beleza,Produto B,3,83.92,251.75,155.96,110.14,9.1,3.74
2019,9,2019-09-01,Norte,PA,Santarém,Aplicativo,Livros,Produto A,13,878.22,11416.88,8443.54,4827.32,13.4,4.28
2019,9,2019-09-01,Norte,RO,Porto Velho,Site próprio,Eletrônicos,Produto A,26,2284.64,59400.67,43688.65,18929.11,10.3,3.3
2019,9,2019-09-01,Norte,TO,Palmas,Aplicativo,Esporte,Produto B,19,280.55,5330.46,4118.32,2381.09,3.4,4.86
2019,9,2019-09-01,Nordeste,BA,Salvador,Aplicativo,Moda,Produto B,7,2236.23,15653.58,12561.88,4089.88,8.1,4.57
2019,9,2019-09-01,Nordeste,BA,Feira de Santana,Aplicativo,Esporte,Produto B,23,2194.69,50477.94,34474.25,10357.15,11.8,3.34
2019,9,2019-09-01,Nordeste,PE,Recife,Marketplace,Casa,Produto C,14,228.62,3200.75,2345.9,764.32,11.7,3.93
2019,9,2019-09-01,Nordeste,PE,Jaboatão dos Guararapes,Marketplace,Eletrônicos,Produto D,1,2301.55,2301.55,1766.44,461.58,14.4,3.95
2019,9,2019-09-01,Nordeste,CE,Fortaleza,Marketplace,Esporte,Produto B,21,1002.46,21051.6,16354.68,4372.1,14.5,4.45
2019,9,2019-09-01,Nordeste,CE,Juazeiro do Norte,Aplicativo,Casa,Produto A,1,1503.38,1503.38,1231.85,543.27,2.2,3.65
2019,9,2019-09-01,Nordeste,MA,São Luís,Marketplace,Livros,Produto B,15,147.37,2210.52,1317.14,873.34,2.2,2.75
2019,9,2019-09-01,Nordeste,PB,João Pessoa,Marketplace,Livros,Produto D,2,2107.61,4215.21,3437.21,1678.5,9.3,4.96
2019,9,2019-09-01,Centro-Oeste,DF,Brasília,Marketplace,Esporte,Produto A,21,1382.9,29040.91,18651.57,6202.7,13.0,4.67
2019,9,2019-09-01,Centro-Oeste,GO,Goiânia,Site próprio,Casa,Produto C,25,2104.7,52617.44,37194.97,22330.46,14.3,3.18
2019,9,2019-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Site próprio,Livros,Produto C,4,435.53,1742.11,1105.56,768.07,5.8,4.12
2019,9,2019-09-01,Centro-Oeste,MT,Cuiabá,Marketplace,Esporte,Produto D,1,573.11,573.11,372.13,148.11,4.5,2.8
2019,9,2019-09-01,Centro-Oeste,MS,Campo Grande,Marketplace,Esporte,Produto B,19,552.82,10503.57,7095.97,1910.45,9.8,2.64
2019,9,2019-09-01,Sudeste,SP,São Paulo,Site próprio,Casa,Produto D,9,1269.53,11425.75,8498.54,5115.08,9.9,2.61
2019,9,2019-09-01,Sudeste,SP,Campinas,Marketplace,Casa,Produto C,15,2224.24,33363.62,18359.29,14918.0,5.5,2.76
2019,9,2019-09-01,Sudeste,SP,Ribeirão Preto,Aplicativo,Esporte,Produto A,16,1458.77,23340.24,13413.89,5053.72,10.9,2.94
2019,9,2019-09-01,Sudeste,RJ,Rio de Janeiro,Aplicativo,Moda,Produto C,2,1033.59,2067.19,1534.04,379.03,12.2,4.45
2019,9,2019-09-01,Sudeste,RJ,Niterói,Marketplace,Eletrônicos,Produto A,22,1844.41,40577.0,23395.08,12419.25,3.1,3.01
2019,9,2019-09-01,Sudeste,RJ,Nova Iguaçu,Marketplace,Beleza,Produto B,25,2040.11,51002.7,30677.21,19002.91,11.4,4.45
2019,9,2019-09-01,Sudeste,RJ,Petrópolis,Marketplace,Esporte,Produto A,20,614.58,12291.66,9532.29,3101.6,12.2,4.4
2019,9,2019-09-01,Sudeste,MG,Belo Horizonte,Marketplace,Casa,Produto B,13,1696.47,22054.05,13753.7,8996.94,4.8,3.89
2019,9,2019-09-01,Sudeste,MG,Uberlândia,Marketplace,Beleza,Produto A,8,2085.34,16682.74,12151.93,3460.72,3.1,3.47
2019,9,2019-09-01,Sudeste,MG,Juiz de Fora,Aplicativo,Eletrônicos,Produto D,15,1012.66,15189.87,8727.11,4145.95,13.3,4.43
2019,9,2019-09-01,Sudeste,ES,Vitória,Marketplace,Eletrônicos,Produto C,22,1888.14,41539.15,27074.91,14492.55,2.3,4.57
2019,9,2019-09-01,Sudeste,ES,Vila Velha,Marketplace,Esporte,Produto A,16,956.94,15310.98,10498.53,5116.09,6.0,3.38
2019,9,2019-09-01,Sudeste,ES,Serra,Marketplace,Beleza,Produto D,1,1586.46,1586.46,1096.87,361.33,7.6,3.63
2019,9,2019-09-01,Sul,PR,Curitiba,Marketplace,Esporte,Produto D,13,58.91,765.86,544.68,226.53,8.6,3.6
2019,9,2019-09-01,Sul,PR,Londrina,Site próprio,Esporte,Produto A,20,482.82,9656.45,7839.89,2427.54,11.7,2.87
2019,9,2019-09-01,Sul,SC,Florianópolis,Aplicativo,Moda,Produto C,18,2425.26,43654.62,34894.31,14894.23,5.5,3.8
2019,9,2019-09-01,Sul,SC,Joinville,Marketplace,Eletrônicos,Produto D,8,2337.19,18697.52,12959.83,4305.99,8.9,4.76
2019,9,2019-09-01,Sul,RS,Porto Alegre,Marketplace,Eletrônicos,Produto D,23,1164.72,26788.45,15292.52,7567.31,11.4,4.13
2019,9,2019-09-01,Sul,RS,Caxias do Sul,Aplicativo,Casa,Produto B,19,2349.02,44631.32,28039.14,18696.91,11.0,3.41
2019,10,2019-10-01,Norte,AM,Manaus,Aplicativo,Beleza,Produto C,22,370.95,8160.83,5934.31,1771.51,6.8,3.94
2019,10,2019-10-01,Norte,PA,Belém,Marketplace,Casa,Produto C,28,1036.7,29027.61,17509.77,9282.64,9.8,3.56
2019,10,2019-10-01,Norte,PA,Santarém,Aplicativo,Livros,Produto D,19,1249.08,23732.43,17455.43,5328.5,3.3,3.44
2019,10,2019-10-01,Norte,RO,Porto Velho,Marketplace,Moda,Produto A,24,955.36,22928.64,14102.56,4505.23,2.5,4.39
2019,10,2019-10-01,Norte,TO,Palmas,Site próprio,Beleza,Produto C,7,474.21,3319.49,1904.51,1472.57,7.5,4.29
2019,10,2019-10-01,Nordeste,BA,Salvador,Site próprio,Esporte,Produto D,3,1203.95,3611.85,2116.32,1272.26,6.8,3.28
2019,10,2019-10-01,Nordeste,BA,Feira de Santana,Aplicativo,Eletrônicos,Produto B,4,578.41,2313.63,1772.39,968.81,7.5,3.37
2019,10,2019-10-01,Nordeste,PE,Recife,Aplicativo,Casa,Produto D,11,818.88,9007.73,5635.94,1780.96,6.0,4.7
2019,10,2019-10-01,Nordeste,PE,Jaboatão dos Guararapes,Site próprio,Casa,Produto D,9,285.71,2571.35,1487.24,756.79,9.5,2.59
2019,10,2019-10-01,Nordeste,CE,Fortaleza,Aplicativo,Moda,Produto A,13,2062.57,26813.47,18839.2,7595.11,12.8,3.72
2019,10,2019-10-01,Nordeste,CE,Juazeiro do Norte,Marketplace,Beleza,Produto C,7,1848.15,12937.08,7533.4,5639.9,7.5,3.63
2019,10,2019-10-01,Nordeste,MA,São Luís,Marketplace,Livros,Produto B,29,2262.89,65623.93,45141.87,29375.91,6.7,4.69
2019,10,2019-10-01,Nordeste,PB,João Pessoa,Aplicativo,Beleza,Produto A,26,2111.02,54886.61,43540.94,19273.4,5.7,3.91
2019,10,2019-10-01,Centro-Oeste,DF,Brasília,Marketplace,Eletrônicos,Produto C,10,576.61,5766.13,4568.73,2161.48,4.0,2.77
2019,10,2019-10-01,Centro-Oeste,GO,Goiânia,Aplicativo,Livros,Produto A,5,169.06,845.28,486.58,171.62,7.9,3.39
2019,10,2019-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Marketplace,Beleza,Produto D,29,1827.54,52998.59,34050.13,22682.78,6.1,2.51
2019,10,2019-10-01,Centro-Oeste,MT,Cuiabá,Site próprio,Casa,Produto C,20,1886.68,37733.65,27758.33,11382.55,6.7,3.11
2019,10,2019-10-01,Centro-Oeste,MS,Campo Grande,Aplicativo,Moda,Produto A,20,740.77,14815.33,11278.1,3662.63,2.4,3.48
2019,10,2019-10-01,Sudeste,SP,São Paulo,Marketplace,Casa,Produto D,12,494.44,5933.23,4843.09,1196.25,11.8,3.74
2019,10,2019-10-01,Sudeste,SP,Campinas,Marketplace,Esporte,Produto B,22,1137.58,25026.66,19401.66,5050.68,13.7,4.78
2019,10,2019-10-01,Sudeste,SP,Ribeirão Preto,Aplicativo,Casa,Produto A,9,1697.9,15281.1,8658.42,2785.5,13.0,4.51
2019,10,2019-10-01,Sudeste,RJ,Rio de Janeiro,Aplicativo,Casa,Produto C,13,1293.19,16811.42,9616.44,5748.12,9.9,4.09
2019,10,2019-10-01,Sudeste,RJ,Niterói,Site próprio,Beleza,Produto B,23,291.3,6699.79,3703.0,2896.83,9.6,3.01
2019,10,2019-10-01,Sudeste,RJ,Nova Iguaçu,Site próprio,Beleza,Produto B,22,1849.99,40699.84,26378.63,13014.69,6.9,2.93
2019,10,2019-10-01,Sudeste,RJ,Petrópolis,Marketplace,Beleza,Produto A,15,1941.35,29120.31,23266.75,9064.86,6.3,3.64
2019,10,2019-10-01,Sudeste,MG,Belo Horizonte,Aplicativo,Beleza,Produto D,27,2475.46,66837.35,44748.89,20637.78,9.5,4.74
2019,10,2019-10-01,Sudeste,MG,Uberlândia,Aplicativo,Eletrônicos,Produto A,15,323.21,4848.18,2871.05,2023.81,7.1,3.12
2019,10,2019-10-01,Sudeste,MG,Juiz de Fora,Aplicativo,Beleza,Produto C,18,2097.75,37759.57,21751.97,15136.8,13.3,4.16
2019,10,2019-10-01,Sudeste,ES,Vitória,Site próprio,Casa,Produto C,4,1721.45,6885.8,5423.59,2163.35,7.0,3.84
2019,10,2019-10-01,Sudeste,ES,Vila Velha,Site próprio,Beleza,Produto C,26,1614.57,41978.74,29767.55,14632.92,11.8,4.07
2019,10,2019-10-01,Sudeste,ES,Serra,Site próprio,Casa,Produto D,22,2492.58,54836.72,41995.68,14382.02,3.8,3.16
2019,10,2019-10-01,Sul,PR,Curitiba,Site próprio,Eletrônicos,Produto B,14,2171.8,30405.16,20613.38,13111.72,12.4,3.79
2019,10,2019-10-01,Sul,PR,Londrina,Site próprio,Eletrônicos,Produto B,8,2435.34,19482.75,14060.47,5335.38,10.6,2.52
2019,10,2019-10-01,Sul,SC,Florianópolis,Aplicativo,Esporte,Produto A,15,239.02,3585.35,2027.93,1084.24,13.6,3.49
2019,10,2019-10-01,Sul,SC,Joinville,Marketplace,Livros,Produto A,7,1674.77,11723.37,6649.4,4505.86,2.4,4.02
2019,10,2019-10-01,Sul,RS,Porto Alegre,Aplicativo,Livros,Produto D,15,1535.11,23026.72,16001.82,8892.14,13.9,2.76
2019,10,2019-10-01,Sul,RS,Caxias do Sul,Site próprio,Esporte,Produto D,17,1436.22,24415.7,16660.52,9067.12,6.7,3.02
2019,11,2019-11-01,Norte,AM,Manaus,Marketplace,Casa,Produto A,16,2382.56,38120.9,30596.51,9927.13,4.3,4.37
2019,11,2019-11-01,Norte,PA,Belém,Aplicativo,Beleza,Produto A,29,2356.16,68328.59,49286.12,22786.53,3.4,4.61
2019,11,2019-11-01,Norte,PA,Santarém,Marketplace,Moda,Produto B,8,972.27,7778.2,5121.05,3407.83,7.1,4.55
2019,11,2019-11-01,Norte,RO,Porto Velho,Site próprio,Eletrônicos,Produto B,8,840.58,6724.66,5174.92,1844.34,13.3,2.52
2019,11,2019-11-01,Norte,TO,Palmas,Site próprio,Eletrônicos,Produto C,7,1544.57,10811.97,6143.46,2163.09,14.1,4.06
2019,11,2019-11-01,Nordeste,BA,Salvador,Site próprio,Casa,Produto B,16,1182.53,18920.55,12293.91,3616.24,9.9,4.32
2019,11,2019-11-01,Nordeste,BA,Feira de Santana,Site próprio,Beleza,Produto D,21,317.0,6657.05,5149.88,2931.45,2.8,3.2
2019,11,2019-11-01,Nordeste,PE,Recife,Marketplace,Moda,Produto D,7,1863.69,13045.8,10090.32,5802.77,3.7,4.82
2019,11,2019-11-01,Nordeste,PE,Jaboatão dos Guararapes,Marketplace,Livros,Produto B,20,94.45,1888.92,1043.61,838.42,4.7,4.13
2019,11,2019-11-01,Nordeste,CE,Fortaleza,Aplicativo,Eletrônicos,Produto D,28,1916.03,53648.88,31585.4,17994.1,5.0,3.76
2019,11,2019-11-01,Nordeste,CE,Juazeiro do Norte,Site próprio,Livros,Produto B,8,2083.59,16668.73,11489.54,4064.63,11.2,4.72
2019,11,2019-11-01,Nordeste,MA,São Luís,Aplicativo,Eletrônicos,Produto D,5,2068.67,10343.36,7680.83,4179.57,7.4,2.67
2019,11,2019-11-01,Nordeste,PB,João Pessoa,Site próprio,Casa,Produto B,20,1023.86,20477.11,12214.08,7005.38,5.3,3.89
2019,11,2019-11-01,Centro-Oeste,DF,Brasília,Aplicativo,Eletrônicos,Produto D,10,1020.49,10204.89,8187.19,4000.6,9.6,4.4
2019,11,2019-11-01,Centro-Oeste,GO,Goiânia,Aplicativo,Esporte,Produto D,23,436.97,10050.39,7699.85,2697.6,8.9,3.53
2019,11,2019-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Marketplace,Beleza,Produto D,16,1065.63,17050.07,12363.61,3850.31,7.0,3.75
2019,11,2019-11-01,Centro-Oeste,MT,Cuiabá,Marketplace,Beleza,Produto C,5,1220.97,6104.85,4106.63,1557.12,4.7,4.55
2019,11,2019-11-01,Centro-Oeste,MS,Campo Grande,Aplicativo,Eletrônicos,Produto A,7,2213.13,15491.89,10265.04,6672.93,6.0,3.75
2019,11,2019-11-01,Sudeste,SP,São Paulo,Aplicativo,Livros,Produto D,26,196.64,5112.58,2911.72,1061.38,7.0,2.67
2019,11,2019-11-01,Sudeste,SP,Campinas,Marketplace,Beleza,Produto B,11,1572.54,17297.94,10381.22,5452.57,3.2,4.12
2019,11,2019-11-01,Sudeste,SP,Ribeirão Preto,Aplicativo,Livros,Produto A,18,2160.29,38885.25,27267.33,14817.14,12.0,4.13
2019,11,2019-11-01,Sudeste,RJ,Rio de Janeiro,Aplicativo,Beleza,Produto A,26,157.97,4107.3,2636.86,899.2,8.2,3.77
2019,11,2019-11-01,Sudeste,RJ,Niterói,Site próprio,Casa,Produto C,26,1496.79,38916.46,27523.52,12611.27,3.1,2.52
2019,11,2019-11-01,Sudeste,RJ,Nova Iguaçu,Aplicativo,Moda,Produto C,29,1472.28,42696.16,33518.0,15575.89,2.2,3.57
2019,11,2019-11-01,Sudeste,RJ,Petrópolis,Aplicativo,Esporte,Produto B,28,2048.74,57364.71,37304.65,20570.67,3.0,3.21
2019,11,2019-11-01,Sudeste,MG,Belo Horizonte,Aplicativo,Moda,Produto D,25,795.0,19874.92,16082.45,5103.22,13.9,4.72
2019,11,2019-11-01,Sudeste,MG,Uberlândia,Aplicativo,Eletrônicos,Produto D,6,1249.19,7495.13,5812.77,2015.39,9.4,2.63
2019,11,2019-11-01,Sudeste,MG,Juiz de Fora,Aplicativo,Eletrônicos,Produto B,19,1314.96,24984.26,16558.01,8582.58,8.6,3.78
2019,11,2019-11-01,Sudeste,ES,Vitória,Marketplace,Moda,Produto C,23,2190.19,50374.28,31438.92,12427.38,11.7,3.93
2019,11,2019-11-01,Sudeste,ES,Vila Velha,Site próprio,Moda,Produto A,23,525.96,12097.11,7828.71,3543.17,11.5,4.31
2019,11,2019-11-01,Sudeste,ES,Serra,Aplicativo,Moda,Produto A,25,2353.93,58848.19,42693.89,17574.81,4.7,3.79
2019,11,2019-11-01,Sul,PR,Curitiba,Aplicativo,Casa,Produto C,26,1155.06,30031.55,16613.77,8439.8,10.1,4.24
2019,11,2019-11-01,Sul,PR,Londrina,Site próprio,Livros,Produto B,21,2044.2,42928.17,27886.34,10850.37,6.0,4.02
2019,11,2019-11-01,Sul,SC,Florianópolis,Site próprio,Esporte,Produto C,9,539.27,4853.46,2864.31,1560.28,14.2,3.74
2019,11,2019-11-01,Sul,SC,Joinville,Aplicativo,Eletrônicos,Produto C,6,1133.98,6803.91,4915.79,2848.93,5.1,3.12
2019,11,2019-11-01,Sul,RS,Porto Alegre,Marketplace,Moda,Produto D,11,2216.3,24379.27,14960.47,5886.41,8.1,3.95
2019,11,2019-11-01,Sul,RS,Caxias do Sul,Marketplace,Moda,Produto D,26,1888.45,49099.75,33888.52,14681.6,11.2,2.51
2019,12,2019-12-01,Norte,AM,Manaus,Marketplace,Livros,Produto B,14,2219.16,31068.24,21405.0,8219.74,11.5,3.47
2019,12,2019-12-01,Norte,PA,Belém,Aplicativo,Moda,Produto C,29,1399.54,40586.79,31092.02,14494.2,5.9,3.41
2019,12,2019-12-01,Norte,PA,Santarém,Aplicativo,Casa,Produto A,21,2486.93,52225.44,29895.7,21618.2,2.6,3.88
2019,12,2019-12-01,Norte,RO,Porto Velho,Aplicativo,Esporte,Produto B,16,1659.86,26557.81,20165.89,10284.94,5.4,3.69
2019,12,2019-12-01,Norte,TO,Palmas,Site próprio,Esporte,Produto C,11,1108.91,12198.0,8747.35,4321.94,10.1,3.09
2019,12,2019-12-01,Nordeste,BA,Salvador,Aplicativo,Moda,Produto D,24,2065.93,49582.35,33681.81,21923.63,11.1,4.74
2019,12,2019-12-01,Nordeste,BA,Feira de Santana,Marketplace,Moda,Produto D,29,1225.53,35540.38,23612.05,8789.48,4.1,3.51
